CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio
714868608,Existing Customer,52,F,4,Graduate,Married,Less than $40K,Blue,36,6,3,1,3021,1530,1491,73%,4105,76,77%,51%
711631158,Existing Customer,52,F,2,High School,Single,Less than $40K,Blue,42,6,2,2,1438.3,869,569.3,82%,4664,77,88%,60%
822051858,Existing Customer,26,F,0,Graduate,Single,Less than $40K,Blue,22,3,1,3,1486,0,1486,73%,4535,82,91%,0%
717971208,Existing Customer,39,F,5,Graduate,Single,Less than $40K,Blue,28,3,3,2,2077,0,2077,59%,3647,69,92%,0%
714144258,Existing Customer,43,F,3,Graduate,Married,Less than $40K,Blue,34,6,2,1,2725,2517,208,48%,4430,66,69%,92%
715910883,Existing Customer,48,F,1,High School,Married,Less than $40K,Blue,40,5,4,3,4170,1384,2786,77%,4532,94,65%,33%
719359458,Existing Customer,49,F,2,Uneducated,Single,Less than $40K,Blue,42,6,3,2,1991,0,1991,95%,4527,66,61%,0%
779305008,Existing Customer,41,F,4,High School,Single,Less than $40K,Blue,23,3,2,2,2787,2053,734,76%,4949,76,55%,74%
714506583,Existing Customer,48,F,4,Graduate,Unknown,Less than $40K,Blue,38,4,3,1,1438.3,0,1438.3,65%,4601,78,63%,0%
708450033,Existing Customer,43,F,3,High School,Unknown,Less than $40K,Blue,13,6,2,1,2605,2269,336,88%,5298,79,84%,87%
720656883,Existing Customer,50,F,3,Graduate,Single,Less than $40K,Blue,40,3,3,1,1848,501,1347,65%,4600,69,68%,27%
771592458,Existing Customer,48,F,1,Graduate,Unknown,Less than $40K,Blue,36,6,2,3,1708,1059,649,76%,4880,79,80%,62%
778932633,Existing Customer,57,F,2,Graduate,Married,Less than $40K,Blue,40,5,3,2,1629,1185,444,77%,4897,83,89%,73%
767574108,Existing Customer,49,F,1,College,Married,Less than $40K,Blue,43,4,3,2,1438.3,786,652.3,61%,4094,64,56%,55%
720777558,Existing Customer,46,F,4,Graduate,Single,Less than $40K,Blue,38,6,2,2,2671,1713,958,73%,4519,79,80%,64%
816841083,Existing Customer,58,F,3,College,Married,Less than $40K,Blue,53,4,3,1,2493,1566,927,77%,4867,90,61%,63%
778849908,Existing Customer,59,F,1,Doctorate,Married,Less than $40K,Blue,40,3,3,1,2687,2452,235,82%,4697,81,76%,91%
713381433,Attrited Customer,38,F,1,High School,Married,Less than $40K,Blue,28,3,3,3,4196,731,3465,49%,1868,30,20%,17%
710542983,Existing Customer,48,F,4,Graduate,Married,Less than $40K,Blue,21,4,6,0,1930,0,1930,82%,5033,87,58%,0%
716474358,Existing Customer,43,F,3,Unknown,Married,Less than $40K,Blue,35,5,3,2,1721,729,992,90%,4853,74,64%,42%
794567133,Existing Customer,52,F,2,High School,Single,Less than $40K,Blue,35,5,2,3,1954,808,1146,83%,4897,70,80%,41%
720507108,Attrited Customer,42,F,3,College,Married,Less than $40K,Blue,28,3,3,2,1601,0,1601,63%,2339,41,41%,0%
716751858,Attrited Customer,34,F,1,Unknown,Married,Less than $40K,Blue,36,2,3,3,2401,496,1905,65%,2597,40,38%,21%
717908208,Existing Customer,43,F,3,Graduate,Divorced,Less than $40K,Blue,36,6,1,2,2525,1595,930,78%,4859,82,86%,63%
826136283,Existing Customer,38,F,3,High School,Married,Less than $40K,Blue,34,3,3,2,2450,1981,469,71%,4352,66,78%,81%
779302233,Attrited Customer,40,F,4,Graduate,Single,Less than $40K,Blue,22,4,2,3,1438.3,0,1438.3,70%,2502,45,45%,0%
720374808,Existing Customer,41,F,2,Unknown,Unknown,Less than $40K,Blue,34,6,3,3,2864,1928,936,77%,4641,78,66%,67%
714702033,Existing Customer,43,F,4,Graduate,Unknown,Less than $40K,Blue,34,5,3,3,1971,979,992,102%,5446,75,97%,50%
717042333,Attrited Customer,53,F,2,College,Married,Less than $40K,Blue,44,3,3,3,1473,0,1473,92%,2836,48,60%,0%
710676483,Existing Customer,38,F,2,Unknown,Married,Less than $40K,Blue,36,4,2,2,5589,0,5589,79%,4064,77,71%,0%
827712108,Existing Customer,42,F,5,Graduate,Married,Less than $40K,Blue,38,5,1,2,2346,1373,973,73%,4432,72,76%,59%
769200858,Existing Customer,34,F,4,Graduate,Single,Less than $40K,Blue,28,3,2,3,1438.3,0,1438.3,73%,4626,86,79%,0%
779114283,Existing Customer,40,F,5,High School,Single,Less than $40K,Blue,22,3,1,2,1826,944,882,69%,4528,65,67%,52%
716201133,Existing Customer,35,F,2,High School,Married,Less than $40K,Blue,36,4,3,1,1476,0,1476,59%,4279,76,77%,0%
817968783,Existing Customer,51,F,3,Graduate,Single,Less than $40K,Blue,46,6,3,1,2927,1499,1428,65%,4670,70,94%,51%
720307683,Existing Customer,43,F,4,Graduate,Divorced,Less than $40K,Blue,36,3,2,2,1438.3,743,695.3,62%,4484,78,63%,52%
789800358,Existing Customer,45,F,3,High School,Married,Less than $40K,Blue,34,6,1,3,2647,1288,1359,77%,4730,78,86%,49%
779551533,Existing Customer,54,F,3,Doctorate,Single,Less than $40K,Blue,39,4,3,3,1764,0,1764,65%,4857,92,80%,0%
714405183,Existing Customer,47,F,3,Graduate,Married,Less than $40K,Blue,36,4,2,2,1776,1519,257,92%,4295,60,62%,86%
820648608,Existing Customer,46,F,2,Post-Graduate,Married,Less than $40K,Blue,41,3,1,3,2552,1879,673,89%,4153,79,80%,74%
787587033,Existing Customer,42,F,4,Graduate,Single,Less than $40K,Blue,32,3,1,2,2996,1992,1004,95%,4463,87,74%,67%
709952658,Existing Customer,46,F,3,Graduate,Unknown,Less than $40K,Blue,33,6,3,2,3025,2491,534,45%,4460,62,72%,82%
720824883,Attrited Customer,48,F,1,Unknown,Single,Less than $40K,Blue,40,3,1,2,3251,2517,734,74%,2483,50,47%,77%
715847058,Attrited Customer,59,F,2,Uneducated,Divorced,Less than $40K,Blue,36,3,3,3,1863,1853,10,83%,2462,40,29%,100%
721256808,Existing Customer,35,F,2,Unknown,Single,Less than $40K,Blue,20,6,1,2,2691,1935,756,68%,4365,86,91%,72%
721269108,Existing Customer,45,F,5,Graduate,Single,Less than $40K,Blue,33,5,3,3,2288,1249,1039,61%,4504,87,71%,55%
712770408,Attrited Customer,42,F,2,Graduate,Unknown,Less than $40K,Blue,36,6,3,2,3413,0,3413,59%,2285,40,43%,0%
779866458,Existing Customer,40,F,5,Uneducated,Married,Less than $40K,Blue,24,6,1,1,2038,793,1245,68%,3513,67,63%,39%
721246833,Existing Customer,47,F,3,Unknown,Unknown,Less than $40K,Blue,36,6,2,3,1953,1089,864,86%,4636,70,71%,56%
709813008,Existing Customer,44,F,3,High School,Unknown,Less than $40K,Blue,35,5,3,0,3398,2415,983,89%,4509,93,66%,71%
789121233,Existing Customer,53,F,2,Unknown,Single,Less than $40K,Blue,41,5,1,3,2329,2290,39,53%,4609,76,77%,98%
715146558,Attrited Customer,34,F,2,College,Married,Less than $40K,Blue,36,1,3,2,1696,0,1696,78%,2325,56,56%,0%
710438358,Attrited Customer,42,F,1,Uneducated,Single,Less than $40K,Blue,35,4,3,3,3241,0,3241,44%,2152,43,30%,0%
712562433,Attrited Customer,48,F,2,Unknown,Married,Less than $40K,Blue,30,3,3,3,4204,0,4204,70%,2316,43,54%,0%
718186233,Existing Customer,34,F,3,Uneducated,Single,Less than $40K,Blue,26,4,2,3,3234,971,2263,79%,3989,71,87%,30%
710466633,Existing Customer,55,F,3,High School,Married,Less than $40K,Blue,44,5,1,1,1438.3,0,1438.3,58%,4755,76,90%,0%
711153783,Existing Customer,44,F,3,Uneducated,Single,Less than $40K,Blue,36,5,3,1,1438.3,541,897.3,82%,4173,70,119%,38%
718230933,Attrited Customer,45,M,4,Graduate,Single,Less than $40K,Blue,36,5,2,3,1438.3,1060,378.3,30%,1253,29,32%,74%
788885133,Existing Customer,57,F,3,College,Unknown,Less than $40K,Silver,42,6,1,1,12675,2422,10253,64%,3912,63,58%,19%
711637458,Attrited Customer,44,F,3,High School,Single,Less than $40K,Blue,36,2,3,3,2228,0,2228,69%,2523,45,61%,0%
719532108,Existing Customer,40,F,5,High School,Married,Less than $40K,Blue,31,4,2,2,2813,2208,605,88%,4491,68,74%,79%
757643733,Existing Customer,42,F,2,Post-Graduate,Single,Less than $40K,Blue,35,6,3,2,3223,0,3223,59%,4916,79,72%,0%
708384033,Attrited Customer,45,F,3,Uneducated,Married,Less than $40K,Blue,35,3,3,3,2745,2463,282,64%,2466,39,35%,90%
803952408,Existing Customer,52,F,3,Uneducated,Married,Less than $40K,Blue,47,6,3,2,2516,1486,1030,50%,3987,77,54%,59%
778394358,Existing Customer,46,F,2,High School,Divorced,Less than $40K,Blue,26,4,3,1,1870,1785,85,70%,4347,88,76%,96%
787458783,Existing Customer,49,F,4,High School,Married,Less than $40K,Blue,35,5,3,2,3038,2133,905,69%,4784,83,69%,70%
720315933,Existing Customer,53,F,1,Uneducated,Single,Less than $40K,Blue,39,3,2,3,1982,1276,706,90%,5136,76,95%,64%
714169908,Existing Customer,53,F,0,Graduate,Single,Less than $40K,Blue,34,5,2,1,1944,1140,804,58%,4921,82,91%,59%
815830083,Existing Customer,53,F,3,Uneducated,Single,Less than $40K,Blue,48,6,2,1,1953,1215,738,67%,4253,72,80%,62%
715281933,Existing Customer,43,F,3,High School,Single,Less than $40K,Blue,36,3,3,2,1438.3,0,1438.3,69%,4401,73,70%,0%
717446208,Existing Customer,62,F,0,High School,Single,Less than $40K,Blue,36,6,2,1,3749,1980,1769,71%,5083,69,64%,53%
713772333,Attrited Customer,45,F,3,Unknown,Divorced,Less than $40K,Blue,34,4,3,1,3223,243,2980,43%,1979,38,46%,8%
717773433,Existing Customer,57,F,0,Graduate,Married,Less than $40K,Blue,45,6,1,2,2448,0,2448,61%,5464,98,61%,0%
778632933,Existing Customer,49,F,3,College,Married,Less than $40K,Blue,29,6,1,2,2548,1998,550,68%,4702,79,93%,78%
808527183,Existing Customer,46,F,3,College,Married,Less than $40K,Blue,41,4,1,1,1489,949,540,65%,4669,94,74%,64%
797218233,Existing Customer,51,F,2,Unknown,Single,Less than $40K,Blue,45,5,1,0,1757,0,1757,53%,4550,82,55%,0%
807173358,Existing Customer,56,F,0,Post-Graduate,Married,Less than $40K,Blue,51,4,2,3,3617,878,2739,78%,5416,76,90%,24%
778349883,Existing Customer,56,F,0,Uneducated,Single,Less than $40K,Blue,36,4,3,1,3219,2114,1105,66%,4188,75,67%,66%
714668433,Existing Customer,51,F,4,Graduate,Single,Less than $40K,Blue,36,4,3,1,2522,1898,624,67%,4122,67,76%,75%
720967233,Existing Customer,43,F,2,Unknown,Married,Less than $40K,Blue,29,4,1,1,3327,2517,810,79%,4901,88,91%,76%
737962608,Existing Customer,48,F,4,College,Divorced,Less than $40K,Blue,41,4,3,2,3745,2517,1228,67%,4550,78,86%,67%
714142158,Existing Customer,59,F,0,Graduate,Married,Less than $40K,Blue,48,2,2,1,2120,1411,709,67%,3882,92,64%,67%
715390608,Existing Customer,45,F,5,Graduate,Married,Less than $40K,Blue,39,5,3,2,2867,1209,1658,73%,5311,81,98%,42%
817337958,Existing Customer,48,F,5,Doctorate,Married,Less than $40K,Blue,33,2,1,3,5814,1176,4638,63%,3796,74,106%,20%
794719983,Attrited Customer,44,F,4,High School,Unknown,Less than $40K,Blue,38,2,2,3,2616,2505,111,83%,2576,42,50%,96%
778378983,Attrited Customer,54,F,1,Graduate,Single,Less than $40K,Blue,34,5,2,2,2939,2152,787,56%,2476,42,36%,73%
718535733,Existing Customer,40,F,1,Uneducated,Divorced,Less than $40K,Blue,25,3,3,1,3758,2047,1711,111%,4928,79,65%,55%
719797758,Existing Customer,56,F,1,High School,Single,Less than $40K,Blue,36,3,1,1,3422,2517,905,91%,4922,84,68%,74%
789420933,Existing Customer,39,F,2,Uneducated,Married,Less than $40K,Blue,30,3,1,3,3108,778,2330,65%,4130,87,71%,25%
709850508,Attrited Customer,33,F,2,Graduate,Married,Less than $40K,Blue,20,3,2,5,3202,0,3202,101%,2917,37,68%,0%
715335558,Existing Customer,43,F,5,Uneducated,Single,Less than $40K,Blue,36,2,1,2,1855,907,948,82%,4191,81,76%,49%
798917883,Existing Customer,42,F,4,College,Single,Less than $40K,Blue,36,2,3,2,4150,2517,1633,62%,4620,76,117%,61%
712448658,Attrited Customer,52,F,1,High School,Single,Less than $40K,Blue,36,3,3,2,1795,0,1795,72%,2281,55,62%,0%
711766758,Existing Customer,42,F,4,Unknown,Married,Less than $40K,Blue,30,3,2,1,1531,987,544,83%,4373,67,81%,65%
709432833,Existing Customer,53,F,1,Unknown,Married,Less than $40K,Blue,36,2,2,3,1472,1196,276,124%,4859,73,97%,81%
719964933,Existing Customer,50,F,5,Graduate,Single,Less than $40K,Blue,41,3,2,2,1438.3,0,1438.3,68%,4550,78,86%,0%
758340108,Existing Customer,39,F,2,Graduate,Single,Less than $40K,Silver,29,3,3,2,10024,913,9111,57%,3906,78,59%,9%
708276183,Attrited Customer,52,F,3,Post-Graduate,Married,Less than $40K,Blue,45,2,4,1,1760,0,1760,5%,1554,35,3%,0%
716481408,Existing Customer,38,F,2,Graduate,Single,Less than $40K,Blue,36,3,1,1,1461,0,1461,68%,4769,76,95%,0%
717748608,Attrited Customer,35,F,4,High School,Married,Less than $40K,Blue,24,3,2,4,1555,872,683,77%,2252,51,65%,56%
751350558,Existing Customer,57,F,1,High School,Married,Less than $40K,Blue,50,3,2,2,1609,0,1609,67%,4770,85,70%,0%
715123983,Existing Customer,43,F,1,College,Single,Less than $40K,Blue,36,3,2,2,3342,2517,825,98%,5848,81,80%,75%
709250508,Existing Customer,63,M,1,Uneducated,Single,Less than $40K,Blue,56,3,1,2,6973,2517,4456,78%,4877,88,69%,36%
718566858,Existing Customer,46,F,2,College,Single,Less than $40K,Blue,36,3,2,2,1438.3,0,1438.3,76%,5005,79,80%,0%
715358283,Existing Customer,57,F,2,Uneducated,Married,Less than $40K,Blue,46,2,3,2,2129,1139,990,103%,4509,73,83%,54%
710966433,Existing Customer,50,F,3,Uneducated,Married,Less than $40K,Blue,36,3,2,2,2615,1404,1211,50%,3785,67,116%,54%
713929533,Attrited Customer,36,F,3,College,Married,Less than $40K,Blue,36,2,2,2,1707,0,1707,32%,2060,52,53%,0%
714087258,Existing Customer,49,F,1,Uneducated,Divorced,Less than $40K,Blue,36,2,3,2,1838,0,1838,65%,5156,72,90%,0%
756383283,Existing Customer,38,F,3,College,Married,Less than $40K,Blue,31,3,1,3,5523,2517,3006,72%,4170,80,74%,46%
720766908,Attrited Customer,40,F,2,Uneducated,Single,Less than $40K,Blue,28,2,2,2,3021,0,3021,69%,2814,37,32%,0%
718133733,Existing Customer,44,F,4,Post-Graduate,Unknown,Less than $40K,Blue,36,3,1,1,7317,1540,5777,62%,4100,76,81%,21%
720823458,Existing Customer,59,F,2,Unknown,Married,Less than $40K,Blue,46,2,6,2,5218,1907,3311,80%,4658,85,89%,37%
720027258,Existing Customer,53,F,2,High School,Single,Less than $40K,Blue,40,3,1,3,1438.3,0,1438.3,105%,4978,73,92%,0%
789138258,Existing Customer,45,F,3,High School,Single,Less than $40K,Blue,34,2,3,2,2976,2372,604,77%,4799,83,73%,80%
805524708,Attrited Customer,52,F,3,High School,Divorced,Less than $40K,Blue,47,3,3,1,6629,2517,4112,93%,2599,50,56%,38%
779642733,Existing Customer,42,F,5,Unknown,Married,Less than $40K,Blue,25,3,1,1,2812,2238,574,71%,4823,77,83%,80%
789917208,Existing Customer,40,F,4,High School,Married,Less than $40K,Blue,31,2,3,3,1968,1781,187,97%,5087,69,73%,91%
779608083,Existing Customer,55,M,2,Doctorate,Single,Less than $40K,Blue,44,2,2,2,3897,1247,2650,69%,3681,62,63%,32%
716741508,Existing Customer,33,F,3,High School,Married,Less than $40K,Blue,21,2,1,3,2831,1167,1664,74%,4460,65,86%,41%
716299608,Attrited Customer,58,F,3,Unknown,Divorced,Less than $40K,Blue,36,2,2,3,1508,0,1508,46%,1990,31,19%,0%
718116933,Existing Customer,53,F,3,Graduate,Single,Less than $40K,Blue,36,2,3,1,1438.3,630,808.3,67%,4704,79,76%,44%
719512983,Attrited Customer,47,F,4,Graduate,Single,Less than $40K,Blue,39,3,3,6,1438.3,0,1438.3,85%,2295,51,55%,0%
714923583,Attrited Customer,38,F,2,Graduate,Unknown,Less than $40K,Blue,36,2,3,2,2369,0,2369,51%,1924,48,55%,0%
779397183,Existing Customer,42,F,2,Graduate,Single,Less than $40K,Blue,31,2,1,1,3659,0,3659,80%,4068,61,69%,0%
714671658,Existing Customer,38,F,5,Graduate,Married,Less than $40K,Blue,31,2,5,2,2153,1392,761,79%,4268,85,67%,65%
779218233,Existing Customer,47,F,5,Post-Graduate,Single,Less than $40K,Blue,37,2,3,3,9430,0,9430,68%,4115,75,92%,0%
720914358,Existing Customer,46,F,3,Graduate,Married,Less than $40K,Blue,36,3,2,3,4416,1333,3083,63%,4894,84,65%,30%
780338733,Existing Customer,50,F,2,Graduate,Married,Less than $40K,Blue,37,2,1,2,1438.3,491,947.3,73%,5102,83,69%,34%
709810458,Existing Customer,56,F,0,Unknown,Single,Less than $40K,Blue,44,3,2,0,1579,768,811,89%,4241,72,95%,49%
793428408,Existing Customer,50,F,3,Uneducated,Married,Less than $40K,Blue,44,2,2,1,1596,1185,411,69%,5235,76,100%,74%
714986583,Existing Customer,55,F,4,Uneducated,Single,Less than $40K,Blue,46,3,2,2,4978,923,4055,88%,5025,62,88%,19%
714961383,Existing Customer,48,F,3,Uneducated,Single,Less than $40K,Blue,36,3,3,3,1438.3,965,473.3,54%,4182,81,72%,67%
817288458,Existing Customer,33,F,2,Graduate,Single,Less than $40K,Blue,19,3,2,3,5141,1737,3404,99%,5859,82,78%,34%
716443608,Existing Customer,46,F,3,Unknown,Unknown,Less than $40K,Blue,36,2,3,1,7199,1235,5964,83%,4050,78,81%,17%
789678483,Existing Customer,50,F,2,High School,Married,Less than $40K,Silver,37,1,3,2,13384,0,13384,70%,4773,77,67%,0%
756306183,Existing Customer,42,F,1,College,Married,Less than $40K,Blue,35,2,1,3,2873,2517,356,80%,4897,71,109%,88%
736893108,Existing Customer,33,F,2,Doctorate,Single,Less than $40K,Blue,26,2,3,2,1438.3,0,1438.3,61%,4196,87,89%,0%
712900308,Attrited Customer,44,F,2,College,Single,Less than $40K,Blue,34,4,3,3,1751,0,1751,51%,2078,37,42%,0%
715657833,Existing Customer,52,F,3,Unknown,Single,Less than $40K,Blue,41,2,3,2,1438.3,787,651.3,60%,4956,89,75%,55%
712111608,Existing Customer,59,F,2,Post-Graduate,Single,Less than $40K,Blue,54,1,1,3,1438.3,0,1438.3,61%,4919,72,76%,0%
780660183,Attrited Customer,43,F,4,High School,Divorced,Less than $40K,Blue,32,2,3,2,8203,0,8203,69%,2613,46,84%,0%
711150333,Attrited Customer,40,F,3,Graduate,Single,Less than $40K,Blue,31,5,3,2,2391,0,2391,67%,2857,40,60%,0%
714418158,Existing Customer,63,F,0,Uneducated,Single,Less than $40K,Blue,56,2,2,2,7264,851,6413,81%,3527,69,82%,12%
717231558,Existing Customer,49,F,4,Graduate,Married,Less than $40K,Blue,43,2,2,2,3002,1446,1556,82%,4851,74,95%,48%
787481208,Existing Customer,46,F,1,Unknown,Unknown,Less than $40K,Blue,34,1,3,1,2762,1793,969,90%,5006,78,66%,65%
713328108,Existing Customer,60,F,1,College,Married,Less than $40K,Blue,36,2,2,2,1671,1047,624,73%,5189,79,80%,63%
716229108,Existing Customer,55,F,3,College,Divorced,Less than $40K,Blue,46,2,3,3,3282,2262,1020,65%,4674,84,59%,69%
820925433,Existing Customer,50,F,2,Post-Graduate,Single,Less than $40K,Blue,45,2,3,2,1529,710,819,66%,4751,81,88%,46%
816129258,Existing Customer,34,F,2,Post-Graduate,Single,Less than $40K,Blue,29,2,3,3,2509,1897,612,94%,4837,74,54%,76%
713542008,Existing Customer,48,F,3,High School,Unknown,Less than $40K,Blue,37,1,2,3,1438.3,0,1438.3,58%,4236,83,84%,0%
708652908,Existing Customer,47,F,5,Uneducated,Married,Less than $40K,Blue,36,1,6,1,2291,1419,872,73%,4498,81,76%,62%
823566408,Existing Customer,44,F,3,Graduate,Married,Less than $40K,Blue,40,2,2,1,1438.3,0,1438.3,77%,4625,93,94%,0%
713373708,Attrited Customer,54,F,3,Unknown,Single,Less than $40K,Blue,36,2,3,3,1857,0,1857,49%,2464,57,84%,0%
820085808,Existing Customer,54,F,3,Graduate,Married,Less than $40K,Blue,49,1,1,2,2598,1343,1255,64%,4692,86,72%,52%
708371733,Existing Customer,41,F,3,High School,Married,Less than $40K,Blue,15,1,1,2,4662,0,4662,66%,4931,81,84%,0%
780277458,Existing Customer,52,F,2,Graduate,Single,Less than $40K,Blue,38,2,2,3,2904,2517,387,59%,4503,89,71%,87%
797232183,Existing Customer,42,F,4,Unknown,Married,Less than $40K,Blue,36,2,1,1,2676,1962,714,67%,5020,75,79%,73%
808281483,Existing Customer,46,F,2,Unknown,Single,Less than $40K,Blue,41,2,3,3,2665,2157,508,64%,4249,76,124%,81%
711263058,Existing Customer,29,F,1,Unknown,Single,Less than $40K,Blue,36,1,1,2,2763,1879,884,70%,4660,80,78%,68%
721444758,Existing Customer,47,F,2,College,Married,Less than $40K,Blue,36,1,3,3,2780,2216,564,83%,4980,78,86%,80%
711448983,Attrited Customer,47,F,2,Graduate,Married,Less than $40K,Blue,34,2,2,2,2234,2024,210,72%,2313,37,32%,91%
712664658,Attrited Customer,35,F,1,Graduate,Single,Less than $40K,Blue,30,2,2,2,1649,0,1649,68%,2549,54,59%,0%
713726958,Attrited Customer,40,F,3,Doctorate,Married,Less than $40K,Blue,21,5,2,2,1728,0,1728,41%,2191,38,36%,0%
716273133,Existing Customer,41,F,3,Graduate,Married,Less than $40K,Blue,36,2,2,3,1593,0,1593,61%,4853,78,59%,0%
715162608,Attrited Customer,48,F,2,Graduate,Single,Less than $40K,Blue,41,4,2,3,2168,1323,845,69%,2499,38,41%,61%
715566408,Existing Customer,45,F,3,Doctorate,Married,Less than $40K,Blue,36,1,2,2,2143,1479,664,71%,4404,77,75%,69%
717359208,Existing Customer,57,F,0,College,Married,Less than $40K,Blue,47,2,3,1,4945,1779,3166,54%,4037,72,76%,36%
721410858,Existing Customer,54,F,4,High School,Single,Less than $40K,Blue,36,1,3,0,1921,1334,587,69%,4512,90,77%,69%
779420583,Existing Customer,45,F,4,Graduate,Single,Less than $40K,Blue,33,2,1,3,3001,2055,946,84%,4662,70,63%,69%
709079883,Attrited Customer,45,F,4,Doctorate,Married,Less than $40K,Blue,36,5,3,3,1663,1012,651,89%,2729,38,52%,61%
721406658,Attrited Customer,32,F,0,Unknown,Divorced,Less than $40K,Blue,36,6,3,3,1732,0,1732,68%,2479,43,54%,0%
716673258,Existing Customer,60,F,1,Unknown,Single,Less than $40K,Blue,36,1,1,3,2347,1488,859,62%,3977,83,89%,63%
708341958,Existing Customer,31,F,1,College,Divorced,Less than $40K,Blue,21,2,2,3,2061,1904,157,79%,4480,86,87%,92%
718548558,Existing Customer,53,F,3,Unknown,Single,Less than $40K,Blue,42,1,1,3,2915,2041,874,93%,4272,70,75%,70%
780360558,Existing Customer,33,F,1,Graduate,Married,Less than $40K,Blue,20,2,2,2,1507,0,1507,72%,4698,87,85%,0%
715012833,Existing Customer,46,F,1,High School,Married,Less than $40K,Blue,36,1,3,3,3073,2517,556,84%,4858,77,97%,82%
767197983,Existing Customer,52,F,2,High School,Single,Less than $40K,Blue,45,1,1,1,4209,0,4209,86%,5938,83,69%,0%
720989133,Existing Customer,41,F,2,College,Married,Less than $40K,Blue,36,2,1,2,1654,1093,561,65%,4596,82,82%,66%
720893958,Existing Customer,49,F,4,Uneducated,Single,Less than $40K,Blue,36,1,3,3,1544,999,545,79%,4215,53,112%,65%
711093408,Existing Customer,46,F,2,Doctorate,Married,Less than $40K,Blue,33,2,3,1,2644,1517,1127,72%,4815,83,80%,57%
780222408,Existing Customer,49,F,5,Graduate,Unknown,Less than $40K,Blue,36,1,3,2,3272,2085,1187,42%,4444,83,63%,64%
714181008,Existing Customer,35,F,0,Graduate,Married,Less than $40K,Blue,36,1,2,2,3019,1462,1557,72%,4509,71,73%,48%
